Indicator Code: CG0590
"Indicator Name: Noncommunicable diseases"
Export date: 1/7/2023 3:12:17 AM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C00-C97, D00-D48, D55-D64 (minus D 64.9) D65-D89, E03-E07, E10-E34, E65-E88, F01-F99, G06-G98 (minus G14), H00-H61, H68-H93, I00-I99, J30-J98, K00-K92, L00-L98, M00-M99, N00-N64, N75-N98,  Q00-Q99,  R95, U07.0, X41, X42, X44, X45"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
EU,Europe,GRC,Greece,1996,All,Age65_69,[65-69],8785.00000000,89.90891413,,1603.87193120,
EU,Europe,GRC,Greece,1997,All,Age55_59,[55-59],3108.00000000,88.85077187,,519.17159724,
EU,Europe,GRC,Greece,1997,All,Age65_69,[65-69],8447.00000000,90.21681085,,1496.33135760,
EU,Europe,GRC,Greece,1998,All,Age55_59,[55-59],2899.00000000,87.42460796,,492.34563037,
EU,Europe,GRC,Greece,1999,All,Age70_74,[70-74],12267.00000000,89.74321457,,2387.17963690,
EU,Europe,GRC,Greece,2000,All,Age60_64,[60-64],5081.00000000,88.65817484,,791.93754276,
EU,Europe,GRC,Greece,2000,All,Age70_74,[70-74],12500.00000000,89.08844701,,2342.57871060,
EU,Europe,GRC,Greece,2001,All,Age60_64,[60-64],4898.00000000,90.30235988,,784.87174926,
EU,Europe,GRC,Greece,2001,All,Age70_74,[70-74],12005.00000000,90.34467188,,2203.43960500,
EU,Europe,GRC,Greece,2002,All,Age60_64,[60-64],4431.00000000,88.97590361,,742.38888042,
EU,Europe,GRC,Greece,2004,All,Age65_69,[65-69],7315.00000000,89.30533512,,1183.56886060,
EU,Europe,GRC,Greece,2005,All,Age65_69,[65-69],6772.00000000,88.74328397,,1104.06803090,
EU,Europe,GRC,Greece,2006,All,Age55_59,[55-59],3199.00000000,88.59041817,,467.96509059,
EU,Europe,GRC,Greece,2006,All,Age65_69,[65-69],6542.00000000,90.03578310,,1090.17889130,
AS,Asia,KWT,Kuwait,1978,All,Age55_59,[55-59],139.00000000,73.93617021,,842.42424242,
AS,Asia,KWT,Kuwait,1978,All,Age60_64,[60-64],227.00000000,75.41528239,,1830.64516130,
AS,Asia,KWT,Kuwait,1978,All,Age65_69,[65-69],152.00000000,72.72727273,,2140.84507040,
AS,Asia,KWT,Kuwait,1978,All,Age70_74,[70-74],168.00000000,70.88607595,,3169.81132080,
AS,Asia,KWT,Kuwait,1980,All,Age55_59,[55-59],158.00000000,81.86528497,,827.22513089,
AS,Asia,KWT,Kuwait,1980,All,Age60_64,[60-64],239.00000000,82.69896194,,1838.46153850,
AS,Asia,KWT,Kuwait,1980,All,Age65_69,[65-69],232.00000000,88.21292776,,3314.28571430,
AS,Asia,KWT,Kuwait,1981,All,Age70_74,[70-74],195.00000000,76.47058824,,4062.50000000,
AS,Asia,KWT,Kuwait,1987,All,Age55_59,[55-59],241.00000000,88.27838828,,800.66445183,
AS,Asia,KWT,Kuwait,1987,All,Age60_64,[60-64],274.00000000,86.70886076,,1650.60240960,
AS,Asia,KWT,Kuwait,1998,All,Age55_59,[55-59],262.00000000,90.97222222,,633.43165224,
AS,Asia,KWT,Kuwait,1998,All,Age60_64,[60-64],310.00000000,88.82521490,,1197.74360560,
AS,Asia,KWT,Kuwait,1999,All,Age55_59,[55-59],246.00000000,88.48920863,,570.76566125,
AS,Asia,KWT,Kuwait,1999,All,Age60_64,[60-64],332.00000000,88.77005348,,1234.20074350,
AS,Asia,KWT,Kuwait,1999,All,Age65_69,[65-69],281.00000000,84.13173653,,2007.14285710,
AS,Asia,KWT,Kuwait,1999,All,Age70_74,[70-74],301.00000000,87.24637681,,3762.50000000,
AS,Asia,KWT,Kuwait,2000,All,Age65_69,[65-69],323.00000000,88.25136612,,2214.60404530,
AS,Asia,KWT,Kuwait,2000,All,Age70_74,[70-74],326.00000000,86.24338624,,3969.80029230,
AS,Asia,KWT,Kuwait,2005,All,Age55_59,[55-59],288.00000000,86.74698795,,569.74420859,
AS,Asia,KWT,Kuwait,2006,All,Age55_59,[55-59],291.00000000,89.53846154,,542.16194060,
AS,Asia,KWT,Kuwait,2006,All,Age60_64,[60-64],333.00000000,89.03743316,,997.30458221,
AS,Asia,KWT,Kuwait,2006,All,Age65_69,[65-69],367.00000000,89.51219512,,1385.84699040,
AS,Asia,KWT,Kuwait,2007,All,Age60_64,[60-64],359.00000000,91.81585678,,849.04098574,
AS,Asia,KWT,Kuwait,2007,All,Age65_69,[65-69],376.00000000,92.15686275,,1493.96058490,
AS,Asia,KGZ,Kyrgyzstan,1996,All,Age55_59,[55-59],2108.00000000,82.95946478,,1445.81618660,
AS,Asia,KGZ,Kyrgyzstan,1996,All,Age60_64,[60-64],2611.00000000,87.61744966,,2256.69835780,
AS,Asia,KGZ,Kyrgyzstan,1998,All,Age55_59,[55-59],1715.00000000,84.27518428,,1368.71508380,
AS,Asia,KGZ,Kyrgyzstan,1998,All,Age60_64,[60-64],2604.00000000,87.91357191,,2175.43859650,
AS,Asia,KGZ,Kyrgyzstan,2001,All,Age55_59,[55-59],1080.00000000,84.77237049,,1400.54206160,
AS,Asia,KGZ,Kyrgyzstan,2001,All,Age60_64,[60-64],2636.00000000,90.89655172,,2110.77568600,
AS,Asia,KGZ,Kyrgyzstan,2002,All,Age55_59,[55-59],1120.00000000,85.88957055,,1377.24109100,
AS,Asia,KGZ,Kyrgyzstan,2002,All,Age60_64,[60-64],2678.00000000,90.44241810,,2299.00845600,
AS,Asia,KGZ,Kyrgyzstan,2002,All,Age65_69,[65-69],3317.00000000,93.67410336,,3408.16850760,
AS,Asia,KGZ,Kyrgyzstan,2002,All,Age70_74,[70-74],4505.00000000,95.20287405,,5191.34813720,
AS,Asia,KGZ,Kyrgyzstan,2003,All,Age65_69,[65-69],3471.00000000,93.45718901,,3479.87367790,
AS,Asia,KGZ,Kyrgyzstan,2003,All,Age70_74,[70-74],4342.00000000,95.53355336,,5293.05636820,
AS,Asia,KGZ,Kyrgyzstan,2008,All,Age55_59,[55-59],2243.00000000,86.76982592,,1389.67194320,
AS,Asia,KGZ,Kyrgyzstan,2009,All,Age55_59,[55-59],2145.00000000,89.11508101,,1280.06206360,
AS,Asia,KGZ,Kyrgyzstan,2009,All,Age60_64,[60-64],1755.00000000,91.64490862,,1814.23476510,
AS,Asia,KGZ,Kyrgyzstan,2009,All,Age65_69,[65-69],2413.00000000,94.85062893,,3386.85680600,
AS,Asia,KGZ,Kyrgyzstan,2010,All,Age60_64,[60-64],2182.00000000,90.57700291,,1923.77207440,
AS,Asia,KGZ,Kyrgyzstan,2010,All,Age65_69,[65-69],1691.00000000,93.68421053,,2801.84912100,
AS,Asia,KGZ,Kyrgyzstan,2010,All,Age70_74,[70-74],3765.00000000,95.58263519,,4624.56855780,
AS,Asia,KGZ,Kyrgyzstan,2011,All,Age70_74,[70-74],3548.00000000,95.58189655,,4436.55279350,
AS,Asia,KGZ,Kyrgyzstan,2016,All,Age55_59,[55-59],2391.00000000,86.25541126,,902.76152144,
AS,Asia,KGZ,Kyrgyzstan,2016,All,Age60_64,[60-64],2705.00000000,91.78825925,,1519.44098050,
AS,Asia,KGZ,Kyrgyzstan,2017,All,Age55_59,[55-59],2407.00000000,86.08726753,,908.80258558,
AS,Asia,KWT,Kuwait,2007,All,Age70_74,[70-74],403.00000000,86.29550321,,2757.62967020,
AS,Asia,KWT,Kuwait,2008,All,Age70_74,[70-74],444.00000000,89.87854251,,2748.20500120,
AS,Asia,KWT,Kuwait,2013,All,Age55_59,[55-59],336.00000000,84.21052632,,287.52107204,
AS,Asia,KWT,Kuwait,2013,All,Age60_64,[60-64],351.00000000,83.37292162,,553.88985324,
AS,Asia,KWT,Kuwait,2014,All,Age55_59,[55-59],363.00000000,81.02678571,,291.64825453,
AS,Asia,KWT,Kuwait,2014,All,Age60_64,[60-64],360.00000000,81.81818182,,520.79566004,
AS,Asia,KWT,Kuwait,2014,All,Age65_69,[65-69],342.00000000,75.66371681,,934.01791567,
AS,Asia,KWT,Kuwait,2014,All,Age70_74,[70-74],360.00000000,73.92197125,,1709.32054510,
AS,Asia,KWT,Kuwait,2015,All,Age65_69,[65-69],344.00000000,73.81974249,,939.48000874,
AS,Asia,KWT,Kuwait,2015,All,Age70_74,[70-74],370.00000000,71.15384615,,1756.80167130,
AS,Asia,KGZ,Kyrgyzstan,1981,All,Age55_59,[55-59],1407.00000000,85.74040219,,1162.80991740,
AS,Asia,KGZ,Kyrgyzstan,1981,All,Age60_64,[60-64],1290.00000000,90.33613445,,1745.60216510,
AS,Asia,KGZ,Kyrgyzstan,1981,All,Age65_69,[65-69],1853.00000000,93.44427635,,2635.84637270,
AS,Asia,KGZ,Kyrgyzstan,1985,All,Age55_59,[55-59],1941.00000000,89.20036765,,1213.88367730,
AS,Asia,KGZ,Kyrgyzstan,1985,All,Age60_64,[60-64],1786.00000000,91.96704428,,1782.43512970,
AS,Asia,KGZ,Kyrgyzstan,1985,All,Age65_69,[65-69],1698.00000000,95.01958590,,2760.97560980,
AS,Asia,KGZ,Kyrgyzstan,1987,All,Age55_59,[55-59],1811.00000000,88.04083617,,1126.24378110,
AS,Asia,KGZ,Kyrgyzstan,1987,All,Age60_64,[60-64],2014.00000000,92.17391304,,1695.28619530,
AS,Asia,KGZ,Kyrgyzstan,1987,All,Age65_69,[65-69],1743.00000000,94.67680608,,2578.40236690,
AS,Asia,KGZ,Kyrgyzstan,1989,All,Age55_59,[55-59],1705.00000000,85.46365915,,1157.50169720,
AS,Asia,KGZ,Kyrgyzstan,1989,All,Age60_64,[60-64],2474.00000000,90.45703839,,1786.28158840,
AS,Asia,KGZ,Kyrgyzstan,1989,All,Age65_69,[65-69],2188.00000000,94.92407809,,2790.81632650,
AS,Asia,KGZ,Kyrgyzstan,1991,All,Age55_59,[55-59],1756.00000000,85.74218750,,1246.27395320,
AS,Asia,KOR,Republic of Korea,2005,All,Age70_74,[70-74],25345.00000000,83.40463341,,2180.00502320,
AS,Asia,KOR,Republic of Korea,2007,All,Age55_59,[55-59],10722.00000000,78.12021858,,446.24704240,
AS,Asia,KOR,Republic of Korea,2008,All,Age60_64,[60-64],12745.00000000,80.66966264,,637.68234863,
AS,Asia,KOR,Republic of Korea,2009,All,Age65_69,[65-69],19512.00000000,81.23230641,,1016.81109970,
AS,Asia,KOR,Republic of Korea,2010,All,Age70_74,[70-74],26518.00000000,81.49104207,,1725.24899100,
AS,Asia,KOR,Republic of Korea,2012,All,Age55_59,[55-59],11228.00000000,74.17096050,,345.68965517,
AS,Asia,KOR,Republic of Korea,2012,All,Age65_69,[65-69],16593.00000000,80.81137681,,883.96241894,
AS,Asia,KOR,Republic of Korea,2013,All,Age60_64,[60-64],12707.00000000,78.29328404,,524.39962495,
AS,Asia,KOR,Republic of Korea,2013,All,Age70_74,[70-74],26651.00000000,80.99623146,,1503.74030790,
AS,Asia,KOR,Republic of Korea,2015,All,Age55_59,[55-59],11969.00000000,74.13899901,,308.27725326,
AS,Asia,KOR,Republic of Korea,2016,All,Age60_64,[60-64],13936.00000000,78.15602041,,469.94831277,
AS,Asia,KOR,Republic of Korea,2016,All,Age70_74,[70-74],23045.00000000,80.31855569,,1305.27709740,
AS,Asia,KOR,Republic of Korea,2017,All,Age65_69,[65-69],16044.00000000,80.45331461,,709.25340514,
AS,Asia,KOR,Republic of Korea,2019,All,Age60_64,[60-64],14651.00000000,76.06562484,,406.80791702,
AS,Asia,KWT,Kuwait,1972,All,Age65_69,[65-69],126.00000000,75.90361446,,2304.31602050,
AS,Asia,KWT,Kuwait,1975,All,Age55_59,[55-59],119.00000000,83.21678322,,868.61313869,
AS,Asia,KWT,Kuwait,1975,All,Age65_69,[65-69],166.00000000,80.58252427,,2766.66666670,
AS,Asia,KWT,Kuwait,1976,All,Age55_59,[55-59],130.00000000,78.31325301,,884.35374150,
AS,Asia,KWT,Kuwait,1976,All,Age65_69,[65-69],153.00000000,82.70270270,,2353.84615380,
AS,Asia,KWT,Kuwait,1977,All,Age55_59,[55-59],150.00000000,74.62686567,,961.53846154,
AS,Asia,KWT,Kuwait,1979,All,Age55_59,[55-59],196.00000000,89.90825688,,1113.63636360,
AS,Asia,KWT,Kuwait,1979,All,Age65_69,[65-69],203.00000000,85.29411765,,2706.66666670,
AS,Asia,KWT,Kuwait,1981,All,Age60_64,[60-64],250.00000000,88.96797153,,1937.98449610,
AS,Asia,KGZ,Kyrgyzstan,2017,All,Age60_64,[60-64],2732.00000000,90.43363125,,1534.60730460,
AS,Asia,KGZ,Kyrgyzstan,2017,All,Age65_69,[65-69],2900.00000000,94.12528400,,2463.32616990,
AS,Asia,KGZ,Kyrgyzstan,2017,All,Age70_74,[70-74],1714.00000000,95.27515286,,3436.79820340,
AS,Asia,KGZ,Kyrgyzstan,2018,All,Age65_69,[65-69],3049.00000000,93.47026364,,2426.62039980,
AS,Asia,KGZ,Kyrgyzstan,2018,All,Age70_74,[70-74],1980.00000000,95.00959693,,3363.91437310,
EU,Europe,LVA,Latvia,1981,All,Age60_64,[60-64],1654.00000000,89.59913326,,1788.10810810,
EU,Europe,LVA,Latvia,1981,All,Age65_69,[65-69],2683.00000000,92.54915488,,2699.19517100,
EU,Europe,LVA,Latvia,1981,All,Age70_74,[70-74],4077.00000000,95.56962025,,4402.80777540,
EU,Europe,LVA,Latvia,1983,All,Age60_64,[60-64],1926.00000000,89.87400840,,1747.73139750,
EU,Europe,LVA,Latvia,1983,All,Age65_69,[65-69],2148.00000000,93.14830876,,2557.14285710,
EU,Europe,LVA,Latvia,1983,All,Age70_74,[70-74],4005.00000000,95.47079857,,4348.53420200,
EU,Europe,LVA,Latvia,1985,All,Age55_59,[55-59],2003.00000000,87.12483689,,1228.83435580,
EU,Europe,LVA,Latvia,1985,All,Age60_64,[60-64],2288.00000000,92.03539823,,1818.75993640,
EU,Europe,LVA,Latvia,1985,All,Age65_69,[65-69],2284.00000000,93.91447368,,2905.85241730,
EU,Europe,LVA,Latvia,1985,All,Age70_74,[70-74],4087.00000000,94.98024634,,4586.98092030,
EU,Europe,LVA,Latvia,1987,All,Age55_59,[55-59],2034.00000000,89.76169462,,1226.03978300,
EU,Europe,LVA,Latvia,1987,All,Age60_64,[60-64],2365.00000000,92.81789639,,1697.77458720,
EU,Europe,LVA,Latvia,1987,All,Age65_69,[65-69],2477.00000000,94.83154671,,2746.11973390,
EU,Europe,LVA,Latvia,1987,All,Age70_74,[70-74],3306.00000000,95.24632671,,4315.92689300,
EU,Europe,LVA,Latvia,1989,All,Age55_59,[55-59],1956.00000000,85.94024605,,1226.33228840,
EU,Europe,LVA,Latvia,1989,All,Age60_64,[60-64],2713.00000000,91.16263441,,1813.50267380,
EU,Europe,LVA,Latvia,1989,All,Age65_69,[65-69],2738.00000000,94.38124785,,2575.72906870,
EU,Europe,LVA,Latvia,1989,All,Age70_74,[70-74],2870.00000000,95.47571524,,4226.80412370,
EU,Europe,GRC,Greece,2007,All,Age55_59,[55-59],3219.00000000,88.19178082,,473.58292924,
EU,Europe,GRC,Greece,2008,All,Age70_74,[70-74],10378.00000000,88.79192334,,1780.61602660,
EU,Europe,GRC,Greece,2009,All,Age70_74,[70-74],9815.00000000,88.00322783,,1710.13290770,
EU,Europe,GRC,Greece,2010,All,Age60_64,[60-64],4605.00000000,88.81388621,,694.42664186,
EU,Europe,GRC,Greece,2010,All,Age70_74,[70-74],9216.00000000,87.26446359,,1615.83858450,
EU,Europe,GRC,Greece,2011,All,Age60_64,[60-64],4492.00000000,88.58213370,,674.99135975,
EU,Europe,GRC,Greece,2014,All,Age55_59,[55-59],3367.00000000,89.07407407,,479.32987775,
EU,Europe,GRC,Greece,2015,All,Age60_64,[60-64],4746.00000000,91.19907763,,740.47492745,
EU,Europe,GRC,Greece,2016,All,Age65_69,[65-69],6529.00000000,90.59247953,,1069.67554210,
EU,Europe,GRC,Greece,2017,All,Age70_74,[70-74],8851.00000000,89.40404040,,1675.24382930,
NAC,North America and the Caribbean,GRD,Grenada,1985,All,Age55_59,[55-59],39.00000000,92.85714286,,1134.05059610,
NAC,North America and the Caribbean,GRD,Grenada,1989,All,Age55_59,[55-59],28.00000000,73.68421053,,1084.85083300,
NAC,North America and the Caribbean,GRD,Grenada,1990,All,Age60_64,[60-64],55.00000000,80.88235294,,2291.66666670,
NAC,North America and the Caribbean,GRD,Grenada,1991,All,Age55_59,[55-59],18.00000000,81.81818182,,692.30769231,
NAC,North America and the Caribbean,GRD,Grenada,1992,All,Age60_64,[60-64],31.00000000,72.09302326,,1091.16508270,
NAC,North America and the Caribbean,GRD,Grenada,1993,All,Age55_59,[55-59],28.00000000,90.32258065,,901.19085935,
NAC,North America and the Caribbean,GRD,Grenada,1993,All,Age65_69,[65-69],66.00000000,88.00000000,,2380.95238100,
NAC,North America and the Caribbean,GRD,Grenada,1994,All,Age60_64,[60-64],41.00000000,75.92592593,,1505.69225120,
NAC,North America and the Caribbean,GRD,Grenada,1995,All,Age55_59,[55-59],23.00000000,85.18518519,,706.82237246,
NAC,North America and the Caribbean,GRD,Grenada,1995,All,Age65_69,[65-69],54.00000000,81.81818182,,1928.57142860,
NAC,North America and the Caribbean,GRD,Grenada,1996,All,Age60_64,[60-64],37.00000000,90.24390244,,1254.66259750,
AS,Asia,KGZ,Kyrgyzstan,1991,All,Age60_64,[60-64],2665.00000000,89.54973118,,1857.14285710,
AS,Asia,KGZ,Kyrgyzstan,1991,All,Age65_69,[65-69],2428.00000000,91.62264151,,2650.65502180,
AS,Asia,KGZ,Kyrgyzstan,1993,All,Age55_59,[55-59],1833.00000000,83.09156845,,1291.75475690,
AS,Asia,KGZ,Kyrgyzstan,1993,All,Age60_64,[60-64],2781.00000000,88.11787072,,2073.82550340,
AS,Asia,KGZ,Kyrgyzstan,1993,All,Age65_69,[65-69],3188.00000000,89.32474082,,3021.80094790,
AS,Asia,KGZ,Kyrgyzstan,1995,All,Age55_59,[55-59],2335.00000000,83.30360328,,1576.63740720,
AS,Asia,KGZ,Kyrgyzstan,1995,All,Age60_64,[60-64],2792.00000000,86.78893379,,2427.82608700,
AS,Asia,KGZ,Kyrgyzstan,1995,All,Age65_69,[65-69],3757.00000000,88.90203502,,3327.72364920,
AS,Asia,KGZ,Kyrgyzstan,1997,All,Age55_59,[55-59],1947.00000000,83.74193548,,1402.73775220,
AS,Asia,KGZ,Kyrgyzstan,1997,All,Age60_64,[60-64],2585.00000000,88.04495913,,2209.40170940,
AS,Asia,KGZ,Kyrgyzstan,1999,All,Age55_59,[55-59],1424.00000000,85.37170264,,1429.71887550,
AS,Asia,KGZ,Kyrgyzstan,1999,All,Age60_64,[60-64],2637.00000000,89.42014242,,2091.19746230,
AS,Asia,KGZ,Kyrgyzstan,2005,All,Age55_59,[55-59],1793.00000000,85.13770180,,1364.82659930,
AS,Asia,KGZ,Kyrgyzstan,2005,All,Age60_64,[60-64],1692.00000000,89.24050633,,2369.51559370,
AS,Asia,KGZ,Kyrgyzstan,2006,All,Age55_59,[55-59],2045.00000000,86.83651805,,1413.08328550,
AS,Asia,KGZ,Kyrgyzstan,2006,All,Age60_64,[60-64],1555.00000000,90.19721578,,2345.29357650,
AS,Asia,KGZ,Kyrgyzstan,2006,All,Age65_69,[65-69],3557.00000000,93.38409031,,3502.25968120,
AS,Asia,KGZ,Kyrgyzstan,2006,All,Age70_74,[70-74],3968.00000000,96.78048780,,5412.33597950,
AS,Asia,KGZ,Kyrgyzstan,2007,All,Age70_74,[70-74],3850.00000000,95.81881533,,5189.65842610,
AS,Asia,KGZ,Kyrgyzstan,2012,All,Age55_59,[55-59],2305.00000000,88.31417625,,1187.98511540,
AS,Asia,KGZ,Kyrgyzstan,2013,All,Age55_59,[55-59],2335.00000000,87.48594979,,1124.61288750,
AS,Asia,KGZ,Kyrgyzstan,2013,All,Age60_64,[60-64],2515.00000000,91.82183279,,1770.14196330,
AS,Asia,KGZ,Kyrgyzstan,2013,All,Age65_69,[65-69],1838.00000000,93.87129724,,2641.33590090,
EU,Europe,LVA,Latvia,1991,All,Age55_59,[55-59],1990.00000000,83.64859185,,1287.19275550,
EU,Europe,LVA,Latvia,1991,All,Age60_64,[60-64],2977.00000000,90.32160194,,1950.85190040,
EU,Europe,LVA,Latvia,1991,All,Age65_69,[65-69],3244.00000000,93.81145171,,2742.18089600,
EU,Europe,LVA,Latvia,1991,All,Age70_74,[70-74],2898.00000000,93.36340206,,4206.09579100,
EU,Europe,LVA,Latvia,1993,All,Age55_59,[55-59],2345.00000000,79.78904389,,1494.58253660,
EU,Europe,LVA,Latvia,1993,All,Age60_64,[60-64],3254.00000000,85.25019649,,2203.11442110,
EU,Europe,LVA,Latvia,1993,All,Age65_69,[65-69],3826.00000000,91.55300311,,3024.50592890,
EU,Europe,LVA,Latvia,1993,All,Age70_74,[70-74],3548.00000000,91.89329189,,4401.98511170,
EU,Europe,LVA,Latvia,1995,All,Age55_59,[55-59],2599.00000000,79.67504598,,1590.57527540,
EU,Europe,LVA,Latvia,1995,All,Age60_64,[60-64],3012.00000000,84.58298231,,2185.77648770,
EU,Europe,LVA,Latvia,1995,All,Age65_69,[65-69],3947.00000000,90.86095764,,3057.31990700,
EU,Europe,LVA,Latvia,1995,All,Age70_74,[70-74],3953.00000000,92.59779808,,4343.95604400,
EU,Europe,LVA,Latvia,2000,All,Age55_59,[55-59],1609.00000000,78.14473045,,1168.43978070,
EU,Europe,LVA,Latvia,2000,All,Age60_64,[60-64],2599.00000000,85.52155314,,1768.26779150,
EU,Europe,LVA,Latvia,2001,All,Age55_59,[55-59],1697.00000000,80.77106140,,1318.90850020,
EU,Europe,LVA,Latvia,2001,All,Age60_64,[60-64],2635.00000000,85.35795270,,1785.50858200,
EU,Europe,LVA,Latvia,2001,All,Age65_69,[65-69],3229.00000000,91.42129105,,2738.52938680,
EU,Europe,LVA,Latvia,2001,All,Age70_74,[70-74],4246.00000000,93.91727494,,3980.98577680,
EU,Europe,LVA,Latvia,2002,All,Age65_69,[65-69],3196.00000000,91.62844037,,2695.36323310,
EU,Europe,LVA,Latvia,2002,All,Age70_74,[70-74],4140.00000000,93.03370787,,3904.48166590,
EU,Europe,LVA,Latvia,2007,All,Age55_59,[55-59],1756.00000000,82.94756731,,1298.75893080,
EU,Europe,LVA,Latvia,2008,All,Age55_59,[55-59],1625.00000000,84.90073145,,1208.60976410,
EU,Europe,LVA,Latvia,2008,All,Age60_64,[60-64],2029.00000000,88.10247503,,1829.55969740,
AS,Asia,KGZ,Kyrgyzstan,2014,All,Age60_64,[60-64],2742.00000000,92.32323232,,1832.67944150,
AS,Asia,KGZ,Kyrgyzstan,2014,All,Age65_69,[65-69],2269.00000000,93.72160264,,2704.99034360,
AS,Asia,KGZ,Kyrgyzstan,2014,All,Age70_74,[70-74],2482.00000000,96.20155039,,4431.74716540,
EU,Europe,LVA,Latvia,1980,All,Age60_64,[60-64],1590.00000000,90.13605442,,1796.61016950,
EU,Europe,LVA,Latvia,1980,All,Age65_69,[65-69],2980.00000000,93.94703657,,2795.49718570,
EU,Europe,LVA,Latvia,1980,All,Age70_74,[70-74],4102.00000000,94.97568882,,4396.57020360,
EU,Europe,LVA,Latvia,1982,All,Age60_64,[60-64],1745.00000000,90.60228453,,1727.72277230,
EU,Europe,LVA,Latvia,1982,All,Age65_69,[65-69],2530.00000000,93.18600368,,2795.58011050,
EU,Europe,LVA,Latvia,1982,All,Age70_74,[70-74],3998.00000000,95.07728894,,4326.83982680,
EU,Europe,LVA,Latvia,1984,All,Age55_59,[55-59],1928.00000000,84.26573427,,1210.29504080,
EU,Europe,LVA,Latvia,1984,All,Age60_64,[60-64],2128.00000000,90.90132422,,1801.86282810,
EU,Europe,LVA,Latvia,1984,All,Age65_69,[65-69],2207.00000000,93.51694915,,2758.75000000,
EU,Europe,LVA,Latvia,1984,All,Age70_74,[70-74],4136.00000000,95.25564256,,4510.35986910,
EU,Europe,LVA,Latvia,1986,All,Age55_59,[55-59],1875.00000000,88.52691218,,1132.93051360,
EU,Europe,LVA,Latvia,1986,All,Age60_64,[60-64],2201.00000000,92.36256819,,1658.62848530,
EU,Europe,LVA,Latvia,1986,All,Age65_69,[65-69],2189.00000000,94.35344828,,2653.33333330,
EU,Europe,LVA,Latvia,1986,All,Age70_74,[70-74],3700.00000000,96.15384615,,4425.83732060,
EU,Europe,LVA,Latvia,1988,All,Age55_59,[55-59],1956.00000000,88.58695652,,1196.33027520,
EU,Europe,LVA,Latvia,1988,All,Age60_64,[60-64],2478.00000000,92.11895911,,1703.09278350,
EU,Europe,LVA,Latvia,1988,All,Age65_69,[65-69],2661.00000000,93.99505475,,2693.31983810,
EU,Europe,LVA,Latvia,1988,All,Age70_74,[70-74],3063.00000000,95.39084397,,4289.91596640,
EU,Europe,LVA,Latvia,1990,All,Age55_59,[55-59],2012.00000000,86.05645851,,1288.91736070,
EU,Europe,LVA,Latvia,1990,All,Age60_64,[60-64],2861.00000000,90.79657252,,1887.20316620,
AS,Asia,KWT,Kuwait,1982,All,Age70_74,[70-74],242.00000000,74.46153846,,4172.41379310,
AS,Asia,KWT,Kuwait,1983,All,Age55_59,[55-59],223.00000000,87.10937500,,884.92063492,
AS,Asia,KWT,Kuwait,1987,All,Age70_74,[70-74],211.00000000,79.62264151,,3403.22580650,
AS,Asia,KWT,Kuwait,1993,All,Age70_74,[70-74],221.00000000,81.85185185,,4018.18181820,
AS,Asia,KWT,Kuwait,1996,All,Age55_59,[55-59],206.00000000,85.12396694,,604.10557185,
AS,Asia,KWT,Kuwait,1997,All,Age60_64,[60-64],283.00000000,88.16199377,,1481.67539270,
AS,Asia,KWT,Kuwait,1997,All,Age70_74,[70-74],291.00000000,88.44984802,,4619.04761900,
AS,Asia,KWT,Kuwait,1998,All,Age65_69,[65-69],316.00000000,90.02849003,,2333.65334910,
AS,Asia,KWT,Kuwait,2000,All,Age60_64,[60-64],299.00000000,89.52095808,,1070.03542930,
AS,Asia,KWT,Kuwait,2001,All,Age55_59,[55-59],217.00000000,87.50000000,,465.46546547,
AS,Asia,KWT,Kuwait,2001,All,Age65_69,[65-69],275.00000000,85.13931889,,1652.34633180,
AS,Asia,KWT,Kuwait,2002,All,Age70_74,[70-74],351.00000000,89.54081633,,3555.87073240,
AS,Asia,KWT,Kuwait,2004,All,Age55_59,[55-59],273.00000000,88.63636364,,542.44158321,
AS,Asia,KWT,Kuwait,2004,All,Age65_69,[65-69],353.00000000,91.68831169,,1418.41121870,
AS,Asia,KWT,Kuwait,2005,All,Age60_64,[60-64],281.00000000,88.64353312,,853.71411211,
AS,Asia,KWT,Kuwait,2005,All,Age70_74,[70-74],322.00000000,84.73684211,,2210.47573280,
AS,Asia,KWT,Kuwait,2007,All,Age55_59,[55-59],283.00000000,90.99678457,,369.92980484,
AS,Asia,KWT,Kuwait,2008,All,Age60_64,[60-64],323.00000000,88.25136612,,689.49323315,
AS,Asia,KWT,Kuwait,2009,All,Age65_69,[65-69],398.00000000,87.85871965,,1452.87289190,
AS,Asia,KWT,Kuwait,2010,All,Age70_74,[70-74],440.00000000,85.60311284,,2440.10647740,
AS,Asia,KWT,Kuwait,2012,All,Age55_59,[55-59],345.00000000,83.13253012,,311.40837824,
AS,Asia,KWT,Kuwait,2012,All,Age65_69,[65-69],430.00000000,86.34538153,,1330.28090580,
AS,Asia,KWT,Kuwait,2013,All,Age70_74,[70-74],381.00000000,77.12550607,,1897.31587070,
AS,Asia,KWT,Kuwait,2015,All,Age55_59,[55-59],400.00000000,78.12500000,,321.37548708,
EU,Europe,LVA,Latvia,2008,All,Age65_69,[65-69],2992.00000000,91.27516779,,2421.73082530,
