Indicator Code: CG0590
"Indicator Name: Noncommunicable diseases"
Export date: 1/7/2023 3:12:17 AM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C00-C97, D00-D48, D55-D64 (minus D 64.9) D65-D89, E03-E07, E10-E34, E65-E88, F01-F99, G06-G98 (minus G14), H00-H61, H68-H93, I00-I99, J30-J98, K00-K92, L00-L98, M00-M99, N00-N64, N75-N98,  Q00-Q99,  R95, U07.0, X41, X42, X44, X45"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CSA,Central and South America,CRI,Costa Rica,1990,All,Age55_59,[55-59],444.00000000,80.72727273,,548.14814815,
CSA,Central and South America,CRI,Costa Rica,1991,All,Age60_64,[60-64],689.00000000,86.01747815,,1013.23529410,
CSA,Central and South America,CRI,Costa Rica,1992,All,Age55_59,[55-59],514.00000000,85.66666667,,603.99529965,
CSA,Central and South America,CRI,Costa Rica,1992,All,Age65_69,[65-69],831.00000000,91.31868132,,1524.77064220,
CSA,Central and South America,CRI,Costa Rica,1993,All,Age60_64,[60-64],710.00000000,88.30845771,,975.27472527,
CSA,Central and South America,CRI,Costa Rica,1994,All,Age55_59,[55-59],578.00000000,83.52601156,,644.37012263,
CSA,Central and South America,CRI,Costa Rica,1994,All,Age65_69,[65-69],943.00000000,88.29588015,,1598.30508470,
CSA,Central and South America,SLV,El Salvador,1996,All,Age65_69,[65-69],1409.00000000,72.74135261,,1312.21129490,
CSA,Central and South America,SLV,El Salvador,1996,All,Age70_74,[70-74],1550.00000000,71.95914578,,1949.09712790,
CSA,Central and South America,SLV,El Salvador,2001,All,Age55_59,[55-59],1040.00000000,68.37606838,,560.08832162,
CSA,Central and South America,SLV,El Salvador,2001,All,Age60_64,[60-64],1235.00000000,70.85484796,,764.90954248,
CSA,Central and South America,SLV,El Salvador,2002,All,Age55_59,[55-59],1006.00000000,69.14089347,,539.43621944,
CSA,Central and South America,SLV,El Salvador,2002,All,Age60_64,[60-64],1213.00000000,71.39493820,,743.10043802,
CSA,Central and South America,SLV,El Salvador,2002,All,Age65_69,[65-69],1471.00000000,74.51874367,,1110.14678690,
CSA,Central and South America,SLV,El Salvador,2002,All,Age70_74,[70-74],1650.00000000,70.78507079,,1732.39259170,
CSA,Central and South America,SLV,El Salvador,2003,All,Age65_69,[65-69],1540.00000000,71.39545665,,1133.82858570,
CSA,Central and South America,SLV,El Salvador,2003,All,Age70_74,[70-74],1738.00000000,70.19386107,,1750.56908600,
CSA,Central and South America,SLV,El Salvador,2009,All,Age55_59,[55-59],1230.00000000,70.52752294,,569.63432255,
CSA,Central and South America,SLV,El Salvador,2009,All,Age60_64,[60-64],1420.00000000,70.92907093,,824.44538630,
CSA,Central and South America,SLV,El Salvador,2009,All,Age65_69,[65-69],1602.00000000,71.10519308,,1085.51294210,
CSA,Central and South America,SLV,El Salvador,2010,All,Age60_64,[60-64],1378.00000000,69.98476384,,783.97014314,
CSA,Central and South America,SLV,El Salvador,2010,All,Age65_69,[65-69],1639.00000000,73.03921569,,1100.42835470,
CSA,Central and South America,SLV,El Salvador,2010,All,Age70_74,[70-74],1966.00000000,70.64319080,,1613.28705190,
CSA,Central and South America,SLV,El Salvador,2011,All,Age70_74,[70-74],1878.00000000,71.92646496,,1521.18973560,
CSA,Central and South America,SLV,El Salvador,2016,All,Age55_59,[55-59],1455.00000000,66.80440771,,600.06928635,
CSA,Central and South America,SLV,El Salvador,2017,All,Age55_59,[55-59],1644.00000000,71.88456493,,663.11980929,
CSA,Central and South America,SLV,El Salvador,2017,All,Age60_64,[60-64],1969.00000000,73.52501867,,934.31335798,
AF,Africa,EGY,Egypt,1978,All,Age60_64,[60-64],14531.00000000,65.62344759,,1474.36775490,
AF,Africa,EGY,Egypt,1980,All,Age60_64,[60-64],15047.00000000,64.47977374,,1443.13582570,
AF,Africa,EGY,Egypt,1980,All,Age70_74,[70-74],11818.00000000,42.79558211,,2085.43250050,
AF,Africa,EGY,Egypt,1991,All,Age55_59,[55-59],19778.00000000,88.49217002,,1166.96069810,
AF,Africa,EGY,Egypt,1991,All,Age65_69,[65-69],29778.00000000,81.76501277,,2741.26198580,
AF,Africa,EGY,Egypt,1992,All,Age55_59,[55-59],19574.00000000,88.63831907,,1145.57807680,
AF,Africa,EGY,Egypt,1992,All,Age65_69,[65-69],29683.00000000,81.64764131,,2662.01160660,
AF,Africa,EGY,Egypt,2000,All,Age60_64,[60-64],25239.00000000,75.36954639,,1594.74748730,
AF,Africa,EGY,Egypt,2001,All,Age65_69,[65-69],30390.00000000,74.86328029,,2253.41961430,
AF,Africa,EGY,Egypt,2003,All,Age60_64,[60-64],31193.00000000,82.37733059,,1998.70823720,
AF,Africa,EGY,Egypt,2009,All,Age65_69,[65-69],39528.00000000,85.14194632,,2845.70024110,
AF,Africa,EGY,Egypt,2011,All,Age60_64,[60-64],44714.00000000,85.31903526,,1906.06916400,
AF,Africa,EGY,Egypt,2012,All,Age65_69,[65-69],46308.00000000,86.05515498,,2767.40760220,
AF,Africa,EGY,Egypt,2013,All,Age70_74,[70-74],43375.00000000,82.12318004,,3929.35762360,
AF,Africa,EGY,Egypt,2015,All,Age55_59,[55-59],41163.00000000,84.22958870,,1302.61133020,
AF,Africa,EGY,Egypt,2015,All,Age65_69,[65-69],56290.00000000,84.28286942,,3454.07564360,
AF,Africa,EGY,Egypt,2016,All,Age60_64,[60-64],52273.00000000,83.54323158,,2204.68063910,
AF,Africa,EGY,Egypt,2016,All,Age70_74,[70-74],49177.00000000,82.30598002,,4470.15277440,
AF,Africa,EGY,Egypt,2018,All,Age55_59,[55-59],39596.00000000,84.43904207,,1185.44083690,
AF,Africa,EGY,Egypt,2019,All,Age60_64,[60-64],51207.00000000,84.49024040,,1795.61222180,
AF,Africa,EGY,Egypt,2019,All,Age70_74,[70-74],59208.00000000,84.37312965,,3712.93135830,
CSA,Central and South America,SLV,El Salvador,1990,All,Age55_59,[55-59],806.00000000,62.33565352,,532.75166898,
CSA,Central and South America,SLV,El Salvador,1990,All,Age65_69,[65-69],1109.00000000,63.91930836,,1209.47073390,
EU,Europe,EST,Estonia,2002,All,Age65_69,[65-69],1724.00000000,91.45888594,,2468.32271460,
EU,Europe,EST,Estonia,2002,All,Age70_74,[70-74],2386.00000000,94.08517350,,3765.18857500,
EU,Europe,EST,Estonia,2007,All,Age55_59,[55-59],933.00000000,80.70934256,,1068.85095660,
EU,Europe,EST,Estonia,2008,All,Age55_59,[55-59],859.00000000,81.03773585,,982.27558605,
EU,Europe,EST,Estonia,2008,All,Age60_64,[60-64],1033.00000000,88.21520068,,1513.22053760,
EU,Europe,EST,Estonia,2008,All,Age65_69,[65-69],1486.00000000,92.12647241,,2099.16654890,
EU,Europe,EST,Estonia,2009,All,Age60_64,[60-64],987.00000000,88.75899281,,1352.33267110,
EU,Europe,EST,Estonia,2009,All,Age65_69,[65-69],1299.00000000,91.99716714,,1957.94709470,
EU,Europe,EST,Estonia,2009,All,Age70_74,[70-74],1906.00000000,95.15726410,,2985.82282450,
EU,Europe,EST,Estonia,2010,All,Age70_74,[70-74],1883.00000000,93.96207585,,2887.15118060,
EU,Europe,EST,Estonia,2015,All,Age55_59,[55-59],644.00000000,84.07310705,,723.68494983,
EU,Europe,EST,Estonia,2015,All,Age60_64,[60-64],928.00000000,87.05440901,,1121.91111760,
EU,Europe,EST,Estonia,2016,All,Age55_59,[55-59],630.00000000,81.18556701,,708.52592868,
EU,Europe,EST,Estonia,2016,All,Age60_64,[60-64],938.00000000,87.33705773,,1122.31162690,
EU,Europe,EST,Estonia,2016,All,Age65_69,[65-69],1262.00000000,92.25146199,,1686.48937590,
EU,Europe,EST,Estonia,2016,All,Age70_74,[70-74],1317.00000000,93.40425532,,2461.45220070,
EU,Europe,EST,Estonia,2017,All,Age65_69,[65-69],1275.00000000,92.79475983,,1791.20832810,
EU,Europe,EST,Estonia,2017,All,Age70_74,[70-74],1302.00000000,94.34782609,,2269.24149470,
OA,Oceania,FJI,Fiji,2001,All,Age60_64,[60-64],487.00000000,83.39041096,,2579.72242820,
OA,Oceania,FJI,Fiji,2001,All,Age65_69,[65-69],493.00000000,80.95238095,,3793.76683340,
OA,Oceania,FJI,Fiji,2001,All,Age70_74,[70-74],382.00000000,73.60308285,,4700.38144460,
OA,Oceania,FJI,Fiji,2002,All,Age70_74,[70-74],461.00000000,81.01933216,,5458.85139140,
OA,Oceania,FJI,Fiji,2007,All,Age55_59,[55-59],567.00000000,91.15755627,,1825.32273120,
OA,Oceania,FJI,Fiji,2007,All,Age60_64,[60-64],660.00000000,90.04092769,,2728.96423400,
CSA,Central and South America,SLV,El Salvador,1991,All,Age55_59,[55-59],855.00000000,66.58878505,,547.34362297,
CSA,Central and South America,SLV,El Salvador,1992,All,Age60_64,[60-64],1141.00000000,64.46327684,,944.53642384,
CSA,Central and South America,SLV,El Salvador,1995,All,Age55_59,[55-59],927.00000000,66.11982882,,532.01563334,
CSA,Central and South America,SLV,El Salvador,1996,All,Age60_64,[60-64],1161.00000000,71.05263158,,802.03929371,
CSA,Central and South America,SLV,El Salvador,1997,All,Age65_69,[65-69],1391.00000000,65.61320755,,1246.37109780,
CSA,Central and South America,SLV,El Salvador,1998,All,Age70_74,[70-74],1450.00000000,62.55392580,,1748.92652100,
CSA,Central and South America,SLV,El Salvador,2000,All,Age55_59,[55-59],1089.00000000,68.79343020,,589.51539561,
CSA,Central and South America,SLV,El Salvador,2000,All,Age65_69,[65-69],1515.00000000,74.37407953,,1209.17536630,
CSA,Central and South America,SLV,El Salvador,2001,All,Age70_74,[70-74],1730.00000000,70.26807474,,1890.17328410,
CSA,Central and South America,SLV,El Salvador,2003,All,Age55_59,[55-59],1025.00000000,67.74619960,,546.37235409,
CSA,Central and South America,SLV,El Salvador,2004,All,Age60_64,[60-64],1308.00000000,71.74986286,,787.19780451,
CSA,Central and South America,SLV,El Salvador,2004,All,Age70_74,[70-74],1756.00000000,70.66398390,,1699.52479120,
CSA,Central and South America,SLV,El Salvador,2005,All,Age65_69,[65-69],1527.00000000,71.45531118,,1080.19014740,
CSA,Central and South America,SLV,El Salvador,2007,All,Age60_64,[60-64],1275.00000000,72.52559727,,753.77330046,
CSA,Central and South America,SLV,El Salvador,2008,All,Age55_59,[55-59],1131.00000000,68.33836858,,539.00519942,
CSA,Central and South America,SLV,El Salvador,2008,All,Age65_69,[65-69],1572.00000000,71.61731207,,1074.42365920,
CSA,Central and South America,SLV,El Salvador,2009,All,Age70_74,[70-74],1821.00000000,69.00341038,,1526.28888010,
CSA,Central and South America,SLV,El Salvador,2011,All,Age55_59,[55-59],1266.00000000,71.36414882,,563.09962771,
CSA,Central and South America,SLV,El Salvador,2011,All,Age65_69,[65-69],1668.00000000,73.28646749,,1113.40288760,
CSA,Central and South America,SLV,El Salvador,2012,All,Age60_64,[60-64],1530.00000000,72.27208314,,824.04265633,
CSA,Central and South America,SLV,El Salvador,2017,All,Age65_69,[65-69],1984.00000000,71.26436782,,1180.13050440,
CSA,Central and South America,SLV,El Salvador,2017,All,Age70_74,[70-74],2394.00000000,71.25000000,,1810.91998370,
CSA,Central and South America,SLV,El Salvador,2018,All,Age65_69,[65-69],1888.00000000,67.09310590,,1082.74264220,
CSA,Central and South America,SLV,El Salvador,2018,All,Age70_74,[70-74],2019.00000000,64.69080423,,1510.85435480,
EU,Europe,EST,Estonia,1982,All,Age55_59,[55-59],981.00000000,85.67685590,,1156.83962260,
EU,Europe,EST,Estonia,1982,All,Age60_64,[60-64],1012.00000000,89.79591837,,1747.84110540,
EU,Europe,EST,Estonia,1986,All,Age55_59,[55-59],1106.00000000,88.48000000,,1155.69487980,
EU,Europe,EST,Estonia,1986,All,Age60_64,[60-64],1321.00000000,92.44226732,,1747.35449740,
EU,Europe,EST,Estonia,1988,All,Age55_59,[55-59],1169.00000000,87.30395818,,1227.94117650,
EU,Europe,EST,Estonia,1988,All,Age60_64,[60-64],1471.00000000,92.74905422,,1776.57004830,
EU,Europe,EST,Estonia,1990,All,Age55_59,[55-59],1074.00000000,84.56692913,,1191.04388230,
EU,Europe,EST,Estonia,1990,All,Age60_64,[60-64],1708.00000000,91.38576779,,1957.52581570,
EU,Europe,EST,Estonia,1992,All,Age55_59,[55-59],1089.00000000,83.76923077,,1231.70538600,
EU,Europe,EST,Estonia,1992,All,Age60_64,[60-64],1766.00000000,90.05609383,,2012.74204760,
EU,Europe,EST,Estonia,1994,All,Age60_64,[60-64],1828.00000000,84.51225150,,2221.41207920,
EU,Europe,EST,Estonia,1994,All,Age65_69,[65-69],2233.00000000,90.58823529,,3064.06685240,
EU,Europe,EST,Estonia,1994,All,Age70_74,[70-74],2189.00000000,93.78748929,,4464.70456260,
EU,Europe,EST,Estonia,1996,All,Age55_59,[55-59],1064.00000000,76.05432452,,1166.66666670,
EU,Europe,EST,Estonia,1997,All,Age55_59,[55-59],1071.00000000,78.00436999,,1196.48762180,
EU,Europe,EST,Estonia,1997,All,Age60_64,[60-64],1504.00000000,87.64568765,,1929.12022370,
EU,Europe,EST,Estonia,1997,All,Age65_69,[65-69],2022.00000000,91.90909091,,2710.52843240,
EU,Europe,EST,Estonia,1998,All,Age65_69,[65-69],2080.00000000,91.99469261,,2837.15030080,
EU,Europe,EST,Estonia,1998,All,Age70_74,[70-74],2378.00000000,94.10368025,,4080.51203730,
OA,Oceania,FJI,Fiji,2008,All,Age55_59,[55-59],592.00000000,89.42598187,,1857.95436710,
OA,Oceania,FJI,Fiji,2008,All,Age60_64,[60-64],670.00000000,90.78590786,,2682.79010170,
OA,Oceania,FJI,Fiji,2008,All,Age65_69,[65-69],648.00000000,90.25069638,,3679.10066430,
OA,Oceania,FJI,Fiji,2008,All,Age70_74,[70-74],534.00000000,85.85209003,,4930.29267840,
OA,Oceania,FJI,Fiji,2009,All,Age65_69,[65-69],671.00000000,91.16847826,,3641.39577790,
OA,Oceania,FJI,Fiji,2009,All,Age70_74,[70-74],579.00000000,88.12785388,,5144.83739110,
EU,Europe,FIN,Finland,1952,All,Age70_74,[70-74],4128.00000000,84.65955701,,5212.12121210,
EU,Europe,FIN,Finland,1953,All,Age55_59,[55-59],2345.00000000,81.82135380,,1312.25517630,
EU,Europe,FIN,Finland,1953,All,Age60_64,[60-64],2894.00000000,84.37317784,,2022.36198460,
EU,Europe,FIN,Finland,1953,All,Age65_69,[65-69],3947.00000000,85.39593250,,3373.50427350,
EU,Europe,FIN,Finland,1953,All,Age70_74,[70-74],4198.00000000,82.52408099,,5195.54455450,
EU,Europe,FIN,Finland,1954,All,Age55_59,[55-59],2258.00000000,84.15952292,,1208.77944330,
EU,Europe,FIN,Finland,1957,All,Age70_74,[70-74],4545.00000000,83.62465501,,5050.00000000,
EU,Europe,FIN,Finland,1958,All,Age55_59,[55-59],2563.00000000,84.30921053,,1219.31493820,
EU,Europe,FIN,Finland,1958,All,Age60_64,[60-64],3198.00000000,87.28165939,,1963.16758750,
EU,Europe,FIN,Finland,1958,All,Age65_69,[65-69],3806.00000000,88.30626450,,3076.79870650,
EU,Europe,FIN,Finland,1962,All,Age65_69,[65-69],4470.00000000,90.01208216,,3291.60530190,
EU,Europe,FIN,Finland,1962,All,Age70_74,[70-74],5194.00000000,89.21332875,,5283.82502540,
EU,Europe,FIN,Finland,1963,All,Age55_59,[55-59],2973.00000000,87.15919085,,1241.85463660,
EU,Europe,FIN,Finland,1963,All,Age60_64,[60-64],3894.00000000,91.00257069,,2028.12500000,
EU,Europe,FIN,Finland,1963,All,Age65_69,[65-69],4709.00000000,92.27905154,,3332.62561920,
EU,Europe,FIN,Finland,1967,All,Age60_64,[60-64],4248.00000000,91.08061750,,1998.11853250,
EU,Europe,FIN,Finland,1967,All,Age65_69,[65-69],5146.00000000,92.05724508,,3155.11955860,
EU,Europe,FIN,Finland,1967,All,Age70_74,[70-74],5695.00000000,91.91413815,,5244.01473300,
CSA,Central and South America,CRI,Costa Rica,1995,All,Age60_64,[60-64],769.00000000,86.50168729,,952.91201983,
CSA,Central and South America,CRI,Costa Rica,1995,All,Age70_74,[70-74],1225.00000000,88.96151053,,2657.26681130,
CSA,Central and South America,CRI,Costa Rica,1996,All,Age55_59,[55-59],575.00000000,83.81924198,,523.03633966,
CSA,Central and South America,CRI,Costa Rica,1996,All,Age65_69,[65-69],1028.00000000,90.09640666,,1473.56048340,
CSA,Central and South America,CRI,Costa Rica,1997,All,Age70_74,[70-74],1204.00000000,91.41989370,,2296.13242810,
CSA,Central and South America,CRI,Costa Rica,1999,All,Age55_59,[55-59],635.00000000,84.32934927,,519.14288284,
CSA,Central and South America,CRI,Costa Rica,1999,All,Age65_69,[65-69],1095.00000000,90.42113955,,1419.23944320,
CSA,Central and South America,CRI,Costa Rica,2000,All,Age60_64,[60-64],854.00000000,87.67967146,,832.12347387,
CSA,Central and South America,CRI,Costa Rica,2000,All,Age70_74,[70-74],1391.00000000,90.91503268,,2309.74876710,
CSA,Central and South America,CRI,Costa Rica,2002,All,Age55_59,[55-59],605.00000000,81.86738836,,423.82973954,
CSA,Central and South America,CRI,Costa Rica,2003,All,Age60_64,[60-64],849.00000000,87.70661157,,749.39756909,
CSA,Central and South America,CRI,Costa Rica,2003,All,Age70_74,[70-74],1434.00000000,92.21864952,,2143.20943370,
CSA,Central and South America,CRI,Costa Rica,2004,All,Age65_69,[65-69],1171.00000000,90.77519380,,1262.12545810,
CSA,Central and South America,CRI,Costa Rica,2006,All,Age60_64,[60-64],896.00000000,85.49618321,,689.78259531,
CSA,Central and South America,CRI,Costa Rica,2007,All,Age55_59,[55-59],700.00000000,84.03361345,,395.78433146,
CSA,Central and South America,CRI,Costa Rica,2007,All,Age65_69,[65-69],1109.00000000,90.75286416,,1079.05619070,
CSA,Central and South America,CRI,Costa Rica,2008,All,Age70_74,[70-74],1321.00000000,90.47945205,,1637.94172350,
CSA,Central and South America,CRI,Costa Rica,2010,All,Age55_59,[55-59],972.00000000,87.09677419,,497.32152451,
CSA,Central and South America,CRI,Costa Rica,2010,All,Age65_69,[65-69],1316.00000000,91.07266436,,1132.59834930,
CSA,Central and South America,CRI,Costa Rica,2011,All,Age60_64,[60-64],1097.00000000,87.83026421,,662.43161314,
CSA,Central and South America,SLV,El Salvador,2012,All,Age70_74,[70-74],2004.00000000,71.31672598,,1602.07214120,
CSA,Central and South America,SLV,El Salvador,2014,All,Age55_59,[55-59],1344.00000000,67.57164404,,574.86259330,
CSA,Central and South America,SLV,El Salvador,2015,All,Age60_64,[60-64],1604.00000000,69.04864399,,787.72252916,
CSA,Central and South America,SLV,El Salvador,2016,All,Age65_69,[65-69],1845.00000000,67.60718212,,1135.79000500,
CSA,Central and South America,SLV,El Salvador,2018,All,Age60_64,[60-64],1735.00000000,67.06609973,,812.66159553,
EU,Europe,EST,Estonia,1981,All,Age65_69,[65-69],1632.00000000,92.77998863,,2808.95008610,
EU,Europe,EST,Estonia,1982,All,Age70_74,[70-74],2214.00000000,95.10309278,,4233.26959850,
EU,Europe,EST,Estonia,1985,All,Age65_69,[65-69],1323.00000000,96.21818182,,2894.96717720,
EU,Europe,EST,Estonia,1986,All,Age70_74,[70-74],2176.00000000,95.48047389,,4459.01639340,
EU,Europe,EST,Estonia,1987,All,Age65_69,[65-69],1449.00000000,94.09090909,,2797.29729730,
EU,Europe,EST,Estonia,1988,All,Age70_74,[70-74],1861.00000000,95.97730789,,4441.52744630,
EU,Europe,EST,Estonia,1989,All,Age65_69,[65-69],1590.00000000,94.64285714,,2627.53457930,
EU,Europe,EST,Estonia,1990,All,Age70_74,[70-74],1776.00000000,95.84457636,,4598.17729910,
EU,Europe,EST,Estonia,1991,All,Age65_69,[65-69],1775.00000000,94.51544196,,2630.87686010,
EU,Europe,EST,Estonia,1992,All,Age70_74,[70-74],1867.00000000,94.86788618,,4325.76459680,
EU,Europe,EST,Estonia,1993,All,Age65_69,[65-69],2181.00000000,92.76903445,,3039.17060320,
EU,Europe,EST,Estonia,1994,All,Age55_59,[55-59],1369.00000000,76.82379349,,1503.22276030,
EU,Europe,EST,Estonia,1995,All,Age55_59,[55-59],1236.00000000,73.79104478,,1352.46036180,
EU,Europe,EST,Estonia,1995,All,Age65_69,[65-69],2177.00000000,90.55740433,,2947.86729860,
EU,Europe,EST,Estonia,1996,All,Age65_69,[65-69],2172.00000000,92.26847918,,2912.81666150,
EU,Europe,EST,Estonia,1997,All,Age70_74,[70-74],2146.00000000,94.04031551,,3805.43684500,
EU,Europe,EST,Estonia,1998,All,Age60_64,[60-64],1486.00000000,85.54979850,,1879.10976230,
EU,Europe,EST,Estonia,1999,All,Age55_59,[55-59],943.00000000,77.54934211,,1202.00887170,
EU,Europe,EST,Estonia,2004,All,Age55_59,[55-59],825.00000000,79.55641273,,1049.28457870,
EU,Europe,EST,Estonia,2004,All,Age60_64,[60-64],1227.00000000,86.04488079,,1669.50132660,
EU,Europe,EST,Estonia,2005,All,Age55_59,[55-59],896.00000000,81.75182482,,1075.63025210,
EU,Europe,EST,Estonia,2005,All,Age60_64,[60-64],1091.00000000,88.91605542,,1579.09972500,
EU,Europe,EST,Estonia,2005,All,Age65_69,[65-69],1664.00000000,91.68044077,,2225.78919210,
EU,Europe,EST,Estonia,2005,All,Age70_74,[70-74],2011.00000000,94.32457786,,3372.46352510,
EU,Europe,EST,Estonia,2006,All,Age70_74,[70-74],1933.00000000,94.47702835,,3259.97132980,
EU,Europe,EST,Estonia,2011,All,Age55_59,[55-59],695.00000000,82.15130024,,788.56299994,
EU,Europe,EST,Estonia,2012,All,Age55_59,[55-59],668.00000000,81.96319018,,755.12649499,
EU,Europe,EST,Estonia,2012,All,Age60_64,[60-64],1052.00000000,89.37977910,,1283.91325040,
EU,Europe,EST,Estonia,2012,All,Age65_69,[65-69],1083.00000000,90.47619048,,1813.21993040,
EU,Europe,EST,Estonia,2013,All,Age60_64,[60-64],1046.00000000,88.94557823,,1272.86223640,
EU,Europe,EST,Estonia,2013,All,Age65_69,[65-69],1087.00000000,92.04064352,,1739.20000000,
EU,Europe,EST,Estonia,2013,All,Age70_74,[70-74],1643.00000000,93.61823362,,2620.28930040,
EU,Europe,EST,Estonia,2019,All,Age55_59,[55-59],571.00000000,83.97058824,,633.76139050,
EU,Europe,EST,Estonia,2019,All,Age60_64,[60-64],850.00000000,87.99171843,,983.23867251,
EU,Europe,EST,Estonia,2020,All,Age55_59,[55-59],595.00000000,82.52427184,,669.52480618,
EU,Europe,EST,Estonia,2020,All,Age60_64,[60-64],916.00000000,86.25235405,,1068.52063550,
EU,Europe,EST,Estonia,2020,All,Age65_69,[65-69],1255.00000000,88.94401134,,1498.56114250,
EU,Europe,EST,Estonia,2020,All,Age70_74,[70-74],1444.00000000,91.16161616,,2716.94137130,
OA,Oceania,FJI,Fiji,2003,All,Age55_59,[55-59],512.00000000,90.45936396,,1857.83228710,
OA,Oceania,FJI,Fiji,2004,All,Age55_59,[55-59],463.00000000,87.85578748,,1620.63775420,
OA,Oceania,FJI,Fiji,2004,All,Age60_64,[60-64],575.00000000,89.56386293,,2647.81727760,
CSA,Central and South America,CRI,Costa Rica,2011,All,Age70_74,[70-74],1542.00000000,91.84038118,,1710.27384350,
CSA,Central and South America,CRI,Costa Rica,2013,All,Age55_59,[55-59],961.00000000,80.08333333,,420.79359658,
CSA,Central and South America,CRI,Costa Rica,2014,All,Age60_64,[60-64],1236.00000000,87.90896159,,683.95365052,
CSA,Central and South America,CRI,Costa Rica,2015,All,Age65_69,[65-69],1402.00000000,88.45425868,,927.77024121,
CSA,Central and South America,CRI,Costa Rica,2016,All,Age70_74,[70-74],1716.00000000,88.86587260,,1538.37878540,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age55_59,[55-59],1159.00000000,82.54985755,,408.32000451,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age65_69,[65-69],1745.00000000,90.27418520,,1055.92467540,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age70_74,[70-74],2002.00000000,90.05847953,,1865.54947820,
EU,Europe,HRV,Croatia,1985,All,Age60_64,[60-64],3684.00000000,87.23656169,,1506.74846630,
EU,Europe,HRV,Croatia,1989,All,Age65_69,[65-69],5193.00000000,89.85983734,,2410.86350970,
EU,Europe,HRV,Croatia,1990,All,Age55_59,[55-59],3358.00000000,85.20680030,,1049.37500000,
EU,Europe,HRV,Croatia,1990,All,Age65_69,[65-69],5173.00000000,90.48451985,,2347.09618870,
EU,Europe,HRV,Croatia,1991,All,Age60_64,[60-64],4422.00000000,85.78079534,,1558.13953490,
EU,Europe,HRV,Croatia,1993,All,Age55_59,[55-59],2909.00000000,83.23319027,,921.15262825,
EU,Europe,HRV,Croatia,1995,All,Age60_64,[60-64],4523.00000000,88.89544025,,1591.48486980,
EU,Europe,HRV,Croatia,1996,All,Age55_59,[55-59],2556.00000000,82.79883382,,858.87096774,
EU,Europe,HRV,Croatia,1996,All,Age65_69,[65-69],5829.00000000,89.77360234,,2676.30853990,
EU,Europe,HRV,Croatia,1997,All,Age70_74,[70-74],6915.00000000,89.81685933,,5705.44554460,
EU,Europe,HRV,Croatia,1999,All,Age55_59,[55-59],2559.00000000,90.93816631,,847.35099338,
EU,Europe,HRV,Croatia,2000,All,Age60_64,[60-64],3841.00000000,91.78016726,,1440.73518380,
EU,Europe,HRV,Croatia,2000,All,Age70_74,[70-74],7465.00000000,93.89937107,,6374.89325360,
EU,Europe,HRV,Croatia,2001,All,Age65_69,[65-69],5706.00000000,93.14397649,,2255.80852910,
EU,Europe,EST,Estonia,1999,All,Age65_69,[65-69],1856.00000000,91.65432099,,2610.81179930,
EU,Europe,EST,Estonia,2000,All,Age70_74,[70-74],2492.00000000,94.75285171,,4015.14541210,
EU,Europe,EST,Estonia,2002,All,Age55_59,[55-59],760.00000000,77.55102041,,1072.15913100,
EU,Europe,EST,Estonia,2003,All,Age60_64,[60-64],1316.00000000,85.84474886,,1670.47473980,
EU,Europe,EST,Estonia,2003,All,Age70_74,[70-74],2308.00000000,94.08887077,,3691.91394070,
EU,Europe,EST,Estonia,2004,All,Age65_69,[65-69],1707.00000000,90.94299414,,2322.60698010,
EU,Europe,EST,Estonia,2006,All,Age60_64,[60-64],1110.00000000,88.51674641,,1683.47615080,
EU,Europe,EST,Estonia,2007,All,Age65_69,[65-69],1713.00000000,91.26265317,,2298.09498260,
EU,Europe,EST,Estonia,2008,All,Age70_74,[70-74],1921.00000000,95.71499751,,3117.49432000,
EU,Europe,EST,Estonia,2010,All,Age55_59,[55-59],714.00000000,82.35294118,,815.86013826,
EU,Europe,EST,Estonia,2010,All,Age65_69,[65-69],1192.00000000,93.12500000,,1904.30545570,
EU,Europe,EST,Estonia,2011,All,Age60_64,[60-64],973.00000000,88.61566485,,1208.81578290,
EU,Europe,EST,Estonia,2011,All,Age70_74,[70-74],1734.00000000,93.57798165,,2621.67188280,
EU,Europe,EST,Estonia,2013,All,Age55_59,[55-59],671.00000000,83.97997497,,756.89211749,
EU,Europe,EST,Estonia,2014,All,Age60_64,[60-64],985.00000000,86.93733451,,1200.82411890,
EU,Europe,EST,Estonia,2014,All,Age70_74,[70-74],1555.00000000,94.24242424,,2641.23382140,
EU,Europe,EST,Estonia,2015,All,Age65_69,[65-69],1195.00000000,91.29106188,,1668.01596830,
EU,Europe,EST,Estonia,2017,All,Age60_64,[60-64],975.00000000,89.69641214,,1124.59341620,
EU,Europe,EST,Estonia,2018,All,Age55_59,[55-59],653.00000000,85.35947712,,724.78245427,
EU,Europe,EST,Estonia,2018,All,Age65_69,[65-69],1306.00000000,91.58485273,,1750.45905990,
EU,Europe,EST,Estonia,2019,All,Age70_74,[70-74],1436.00000000,93.73368146,,2646.46799730,
